110211059	QUEBEC	32	4.368	139.776		100	25	18	760948	20151204	9.15	20150513	8.45	535	4.02
111201103	OTTAWA	125	3.511	438.875		300	100	70	760474	20151108	8.75	20150812	7.95	794	3.694
111601902	QUEBEC	670	0.69	462.3		900	200	540	760848	20151203	1.49	20151202	1.35	2488	0.638
111807059	QUEBEC	684	0.591	404.244		750	100	432	760949	20151204	1.09	20150413	0.99	2156	0.55
111807558	QUEBEC	61	1.877	114.497		300	100	48	760950	20151204	3.95	20101105	3.55	86	1.732
111813056	TORONTO	990	0.548	542.52		3000	500	900	760951	20151204	1.15	20151006	1.05	493	0.504
111815558	QUEBEC	140	0.571	79.94		500	100	150	760516	20151114	1.19	20150319	1.05	101	0.525
111821608	OTTAWA	360	0.482	173.52		388	169	400	760849	20151203	1.35	20150430	1.29	1011	0.493
111821703	QUEBEC	380	0.401	152.38		404	127	200	760851	20151203	1.15	20150606	1.09	3756	0.4
111821809	TORONTO	250	0.46	115		250	100	150	760852	20151203	1.29	20150221	1.19	100	0.474
111824705	QUEBEC	320	0.652	208.64		431	166	200	760853	20151203	1.75	20150528	1.59	1635	0.649
113219101	QUEBEC	9	3.299	29.691	Y	7	4	12	760386	20151018	7.59	20101016	7.25	189	3.102
113401101	TORONTO	63	0.85	53.55		125	63	60	760952	20151204	2.09	20150701	2.29	590	0.81
113401704	OTTAWA	60	0.97	58.2		50	10	45	760953	20151204	2.35	20150526	2.15	49	0.92
113411019	QUEBEC	20	2.83	56.6		66	0	20	760462	20151108	3.45	20151108	0	0	0
116003054	TORONTO	240	0.505	121.2		217	59	240	760418	20151029	1.05	20151112	0.95	778	0.458
116003551	OTTAWA	360	0.899	323.64		288	119	1152	760334	20150925	1.9	20150213	1.75	488	0.833
116030109	QUEBEC	4	5.19	20.76	Y	103	2	20	760427	20151031	12.65	20150810	10.95	85	4.995
116030904	OTTAWA	35	2.245	78.575	Y	103	2	100	760045	20150212	5.5	20150914	4.99	242	2.17
116035403	QUEBEC	70	0.949	66.43		81	0	50	760954	20151204	2.29	20150726	2.09	79	0.91
117202655	QUEBEC	900	0.35	315		870	335	450	760796	20151202	0.99	20101006	0	2676	0.319
117208754	QUEBEC	300	0.403	120.9		265	58	300	760798	20151202	1.15	20150523	0.99	386	0.378
117231008	QUEBEC	100	0.978	97.8		130	40	100	760854	20151203	2.19	20150818	2.15	0	0.87
120250100	QUEBEC	315	3.014	949.41		327	164	360	760509	20151113	7.49	20150602	7.25	1362	3.101
120254902	QUEBEC	60	5.32	319.2		173	62	50	760855	20151203	11.75	20150109	10.95	55	4.892
123202607	QUEBEC	133	0.683	90.839		231	91	160	760609	20151121	1.75	20101002	1.69	0	0
123418809	QUEBEC	80	0.976	78.08		164	82	120	760721	20151129	2.45	20151020	2.25	427	0.859
133006658	QUEBEC	82	5.402	442.964		216	8	60	760955	20151204	11.35	20150218	9.85	0	4.928
133007087	TORONTO	59	7.155	422.145		172	61	36	760956	20151204	14.95	20150612	13.95	10	6.548
135215507	QUEBEC	108	1.79	193.32		111	56	108	760684	20151128	4.59	20150204	4.39	0	0
135240058	QUEBEC	39	1.953	76.167		56	10	18	760957	20151204	4.29	20150204	4.25	23	1.889
135277655	OTTAWA	140	0.505	70.7		137	19	48	760958	20151204	1.09	20101110	1.05	740	0.485
135277951	OTTAWA	126	1.934	243.684		301	150	120	760566	20151118	4.45	20150723	0	108	1.934
135278356	TORONTO	60	1.449	86.94		223	37	72	760517	20151114	3.15	20150725	0	534	1.384
135278557	OTTAWA	45	2.172	97.74		186	68	30	760959	20151204	4.75	20150222	0	348	2.065
135278959	QUEBEC	114	1.01	115.14		191	96	72	760960	20151204	2.25	20150426	0	50	0.99
135279353	TORONTO	210	2.12	445.2		168	59	162	760567	20151118	4.59	20150714	4.29	1176	2.02
135279755	QUEBEC	172	1.581	271.932		188	69	96	760961	20151204	3.59	20150819	3.29	58	1.581
142000202	QUEBEC	280	0.83	232.4		374	162	250	760856	20151203	1.49	20150716	1.29	1657	0.77
142017756	QUEBEC	186	2.065	384.09		349	74	60	760962	20151204	4.29	20150829	3.75	0	1.889
142018055	QUEBEC	222	2.328	516.816		378	89	120	760568	20151118	4.85	20101015	4.39	1481	2.131
142019052	TORONTO	13	2.812	36.556		60	0	30	760672	20151126	5.75	20150906	5.35	380	2.545
142019158	OTTAWA	40	3.384	135.36		107	0	60	760569	20151118	6.95	20150116	6.45	11	3.07
143000501	QUEBEC	0	1.76	0		200	50	50	760551	20151117	4.75	20150711	4.55	543	1.76
143001001	OTTAWA	255	2.663	679.065		429	140	200	760857	20151203	5.45	20150415	4.99	1375	1.79
143031214	OTTAWA	246	3.54	870.84		222	36	162	760204	20150630	4.56	20151111	4.33	130	3.21
143600404	QUEBEC	50	3.385	169.25		90	20	45	760858	20151203	8.55	20150103	7.85	28	3.162
143611055	QUEBEC	75	11.906	892.95		60	0	35	760570	20151118	21.45	20150927	0	479	11.044
150204805	QUEBEC	150	1.785	267.75		270	85	30	704450	20080925	4.09	20101201	3.79	751	1.6
150206503	QUEBEC	12	5.816	69.792		210	105	20	760859	20151203	13.25	20101124	11.95	642	5.528
160410509	QUEBEC	410	1.983	813.03		378	139	480	760550	20151116	5.35	20101103	4.99	4488	2.19
164011152	QUEBEC	230	0.712	163.76		234	92	360	760685	20151128	1.99	20101226	2.19	0	0.79
164011302	QUEBEC	320	0.729	233.28		406	153	160	760860	20151203	2.15	20150417	1.99	1078	0.69
164011408	QUEBEC	162	1.89	306.18		155	52	72	760861	20151203	3.99	20151225	4.45	617	1.889
164011609	OTTAWA	280	0.463	129.64		449	200	170	760862	20151203	1.35	20151010	1.42	1450	0.496
164011905	OTTAWA	100	2.19	219		230	65	70	760552	20151117	5.95	20100927	5.45	910	2.189
220205305	QUEBEC	0	67.139	0	Y	200	100	24	760096	20150330	99.95	20150625	0	339	62.26
220601502	QUEBEC	59	30.691	1810.769		247	99	60	760146	20150427	47.95	20150103	45.95	676	29.87
220604504	TORONTO	0	43.55	0	Y	175	88	18	760136	20150422	69.95	20150527	59.95	265	43.55
222070007	QUEBEC	5	21.287	106.435		104	52	18	760380	20151015	46.25	20151223	43.85	250	21.287
232217705	QUEBEC	105	1.221	128.205		209	55	60	761013	20151205	3.45	20150504	0	46	1.2
232217809	QUEBEC	100	1.268	126.8		300	0	30	761014	20151205	3.59	20150629	0	32	1.25
232219308	QUEBEC	70	0.94	65.8		231	41	90	760518	20151114	2.39	20150920	0	2890	0.94
232220307	QUEBEC	200	0.247	49.4		235	18	200	761015	20151205	0.69	20150817	0	287	0.24
232825608	QUEBEC	190	0.267	50.73		152	1	250	760510	20151113	0.69	20151217	0.65	122	0.264
232826806	QUEBEC	110	0.47	51.7		138	69	90	760863	20151203	1.39	20151228	1.29	113	0.47
232830902	QUEBEC	70	0.92	64.4		81	16	50	760864	20151203	2.85	20151224	2.59	1277	0.92
233214209	TORONTO	100	0.725	72.5		130	40	100	760388	20151018	2.15	20150607	1.95	212	0.713
233260592	QUEBEC	20	0.909	18.18		300	0	20	760429	20151102	2.69	20150128	2.35	590	0.902
233302301	OTTAWA	160	0.47	75.2		500	10	90	761080	20151205	1.69	20150521	1.49	407	0.47
233709604	QUEBEC	40	0.755	30.2		32	0	35	761081	20151205	2.25	20101116	2.05	12	0.754
233805409	QUEBEC	20	4.92	98.4		166	58	9	761082	20151205	10.15	20150328	10.95	221	4.915
260200409	QUEBEC	72	20.735	1492.92		158	4	60	760463	20151108	28.95	20100823	30.95	2148	20.823
260800109	QUEBEC	11	3.58	39.38		234	42	5	760464	20151108	7.75	20150815	7.25	111	3.578
311110078	QUEBEC	710	3.149	2235.79		618	0	800	761083	20151205	4.95	20151123	5.39	1730	3.142
311304572	TORONTO	185	0.729	134.865		223	112	80	760865	20151203	1.49	20150315	1.35	2145	0.65
311705575	QUEBEC	170	1.87	317.9		186	68	100	760868	20151203	3.49	20150501	3.19	2177	1.74
312509507	QUEBEC	46	7.486	344.356		212	56	72	760871	20151203	13.29	20100823	12.25	651	7.08
312707209	TORONTO	264	7.278	1921.392		386	193	210	760459	20151108	12.99	20150517	12.49	659	6.9
312708904	TORONTO	36	7.281	262.116		29	0	72	760371	20151010	14.99	20151130	13.99	2058	7.018
312904076	OTTAWA	56	12.878	721.168		195	47	40	760874	20151203	21.99	20150612	19.99	424	11.749
313149407	TORONTO	80	5.814	465.12		214	7	360	760305	20150914	13.95	20150827	0	789	5.95
313149519	TORONTO	241	4.65	1120.65		218	34	420	704485	20081010	6.75	20151128	6.52	180	4.22
313303800	OTTAWA	1	16.821	16.821		201	100	4	704478	20080929	29.95	20150625	0	811	17.19
313304003	QUEBEC	0	16.822	0	Y	150	0	5	700731	20010921	29.95	20151130	0	406	17.19
313305201	QUEBEC	0	21.89	0		225	88	6	704672	20081118	44.95	20151106	0	58	21.89
313305603	TORONTO	7	35.089	245.623		56	28	2	700731	20010921	59.95	20150304	0	164	35.19
313314312	OTTAWA	230	5.6	1288		409	205	960	760302	20150912	7.33	20151128	6.98	860	5.2
313333209	QUEBEC	10	1.27	12.7		183	92	1200	760603	20151121	2.95	20150923	0	1918	1.33
313401400	QUEBEC	0	63	-67		207	79	12	760579	20151119	120	20150620	119.99	238	62.308
313402005	QUEBEC	3	62	186		127	0	4	760580	20151119	120	20151029	109.95	0	0
316002505	QUEBEC	170	1.704	289.68	Y	286	143	160	760480	20151109	3.39	20101115	2.95	3278	1.689
316003502	OTTAWA	51	5.534	282.234	Y	66	0	30	760493	20151113	11.15	20101101	9.99	188	5.242
316004203	TORONTO	130	0.53	68.9	Y	229	40	180	760604	20151121	1.29	20150331	1.25	290	0.53
319000202	QUEBEC	535	2.01	1075.35		603	302	300	760877	20151203	3.79	20101230	3.49	2905	1.97
319001200	OTTAWA	280	1.83	512.4		424	212	30	761145	20050128	3.75	20101110	0	6685	1.83
319502103	OTTAWA	150	3.36	504		120	10	100	760481	20151109	7.25	20150118	6.49	1833	3.24
319502801	QUEBEC	390	0.619	241.41		537	244	400	760494	20151113	1.29	20100905	1.19	621	0.58
321701072	QUEBEC	340	0.869	295.46		272	86	800	760419	20151029	1.95	20151125	1.79	1637	0.869
330701905	OTTAWA	56	18.239	1021.384		95	22	20	760880	20151203	35.99	20101108	0	379	18.05
330720907	QUEBEC	48	17.507	840.336		88	19	72	760252	20150731	32.99	20150501	0	162	18.48
330721109	OTTAWA	28	22.709	635.852		1000	0	36	760271	20150816	39.99	20150503	0	111	23
340115109	QUEBEC	1290	0.952	1228.08		1182	491	640	760382	20151015	1.79	20151031	0	10895	0.94
340130008	OTTAWA	1340	1.019	1365.46		1222	561	1440	760460	20151108	2.55	20151029	2.35	549	0.871
340307008	QUEBEC	550	0.995	547.25		640	245	960	760310	20150915	2.35	20151215	2.15	8012	0
340308519	QUEBEC	60	1.12	67.2		173	87	160	760390	20151019	1.86	20150713	1.95	168	1.32
340720655	QUEBEC	282	3.05	860.1		351	125	72	760689	20151128	6.99	20150326	0	878	3.05
350156702	OTTAWA	780	0.24	187.2		749	300	480	760800	20151202	0.59	20150928	0.55	260	0.24
350157001	TORONTO	168	1.58	265.44		334	117	78	760802	20151202	3.69	20101111	3.75	4016	1.58
350157403	TORONTO	558	1.708	953.064		596	248	600	760673	20151126	4.99	20150113	5.25	4364	1.89
350160407	QUEBEC	880	4.345	3823.6		729	265	500	760804	20151202	9.49	20101130	8.39	1378	4.173
350161002	QUEBEC	87	4.55	395.85		220	85	40	760806	20151202	9.99	20150215	8.69	1360	4.347
350190305	QUEBEC	197	4.95	975.15		233	66	108	760883	20151203	10.99	20151212	0	1004	4.95
380101905	QUEBEC	61	7.766	473.726		174	87	60	760610	20151121	20.75	20150223	18.99	93	7.643
380102003	QUEBEC	205	4.57	936.85		214	32	100	760886	20151203	13.39	20150115	12.49	110	4.648
380301707	QUEBEC	130	3.698	480.74		279	115	120	760889	20151203	9.29	20150416	8.69	1594	3.631
380500702	QUEBEC	1130	0.863	975.19		1079	490	400	760892	20151203	2.39	20151002	2.19	6261	0.863
380700409	OTTAWA	3940	1.686	6642.84		3152	1476	1875	760511	20151113	2.65	20150904	2.95	22692	1.687
380700809	QUEBEC	1775	0.352	624.8		1545	773	550	760553	20151117	0.79	20150924	0.75	3960	0.352
381100509	OTTAWA	615	1.347	828.405		667	234	600	760895	20151203	2.95	20101027	2.75	7680	1.342
381100700	OTTAWA	930	0.661	614.73		769	310	480	760623	20151121	1.39	20150819	1.29	9527	0.633
381502107	OTTAWA	101	7.164	723.564		181	15	80	760554	20151117	17.99	20150301	17.49	442	7.171
